,title,date
899,2064: Read Only Memories INTEGRAL (リードオンリーメモリーズ インテグラル),2018.12.27
900,GO VACATION,2018.12.27
901,ダッジハード（DODGE HARD）,2018.12.27
902,SEGA AGES ゲイングランド,2018.12.27
903,アケアカNEOGEO ザ・キング・オブ・ファイターズ 2002,2018.12.27
904,あつまれ!ボウリング,2018.12.27
905,BQM ブロッククエスト・メーカー,2018.12.27
906,ディアブロ III エターナルコレクション,2018.12.27
907,真・三國無双７ with 猛将伝 DX,2018.12.27
908,ギアナシスターズ: ツイストドリームズ - オウルティメイト エディション,2018.12.27
909,デイグラシアの羅針盤,2018.12.27
910,いけいけヴァルハラ,2018.12.27
911,アガルタ　エス,2018.12.27
912,Voxel Sword（ボクセルソード）,2018.12.27
913,Super Treasure Arena,2018.12.27
914,Aaero (エアロ) Complete Edition,2018.12.27
915,ソリティア クロンダイク BLACK,2018.12.27
916,アケアカNEOGEO 神凰拳,2019.1.3
917,アケアカNEOGEO 風雲スーパータッグバトル,2019.1.10
918,A系ヲタク彼女,2019.1.10
919,Snowboarding The Next Phase,2019.1.10
920,ビッグクラウン：ショーダウン,2019.1.10
921,アルワの覚醒,2019.1.10
922,RPGツクールMVプレイヤー,2019.1.10
923,ピースお絵かきパズル Pic-a-Pix,2019.1.10
924,Momodora: 月下のレクイエム,2019.1.10
925,Suicide Guy: Sleepin' Deeply,2019.1.10
926,テイルズ オブ ヴェスペリア REMASTER,2019.1.11
927,New スーパーマリオブラザーズ U デラックス,2019.1.11
928,アケアカNEOGEO NINJA MASTER'S 〜覇王忍法帖〜,2019.1.17
929,大富豪F.net,2019.1.17
930,Caveblazers,2019.1.17
931,ダイイング：リボーン Nintendo Switch Edition,2019.1.17
932,開店デパート日記,2019.1.17
933,アスディバインハーツII,2019.1.17
934,クラウド＆シープ２（Clouds & Sheep 2）,2019.1.17
935,ABCナンプレ Word-a-Pix,2019.1.17
936,Travis Strikes Again: No More Heroes,2019.1.18
937,Pikuniku（ピクニック）,2019.1.24
938,アーケードアーカイブス ボンジャック,2019.1.24
939,マルディタカスティーラ-ドン・ラミロと呪われた大地-,2019.1.24
940,伊勢志摩ミステリー案内 偽りの黒真珠,2019.1.24
941,モンキーウォール(Monkey Wall),2019.1.24
942,フリーセル BATTLE KING,2019.1.24
943,タウンズメン（Townsmen）,2019.1.24
944,Raging Justice,2019.1.24
945,甘えかたは彼女なりに。,2019.1.24
946,Dragon Marked For Death オールインワンパック,2019.1.31
947,Tangledeep,2019.1.31
948,YIIK: ポストモダンRPG,2019.1.31
949,釣りスタ ワールドツアー,2019.1.31
950,ネルケと伝説の錬金術士たち ～新たな大地のアトリエ～,2019.1.31
951,ROBOTICS;NOTES DaSH,2019.1.31
952,ミストラリアの魔術師,2019.1.31
953,ROBOTICS;NOTES ELITE,2019.1.31
954,Downwell,2019.1.31
955,planetarian～ちいさなほしのゆめ～,2019.1.31
956,Necrosphere Deluxe（ネクロスフィア　デラックス）,2019.1.31
957,ガブッチ,2019.1.31
958,Heroes Trials,2019.1.31
959,ピクセル カラーズ,2019.1.31
960,迷い猫の旅 - Stray Cat Doors -,2019.1.31
961,ダイナマイトフィッシング：ワールドゲームズ,2019.1.31
962,ピンポントリックショットエボリューション,2019.1.31
963,アーケードアーカイブス ムーンクレスタ,2019.1.31
964,Fate/EXTELLA LINK,2019.1.31
965,鬼斬,2019.1.31
966,限界凸記 モエロクロニクル Ｈ,2019.1.31
967,Marble It Up!,2019.2.7
968,KYUB,2019.2.7
969,BLAZBLUE CENTRALFICTION Special Edition,2019.2.7
970,The Stillness of the Wind,2019.2.7
971,アケアカNEOGEO パズルボブル２,2019.2.7
972,Neverout (ネヴァーアウト),2019.2.7
973,キャプテン スターワン,2019.2.7
974,東方幻想魔録W,2019.2.7
975,スカイギャンブラー アフターバーナー,2019.2.7
976,アルバスティア戦記,2019.2.7
977,Screencheat: Unplugged,2019.2.7
978,名門ポケット学院2,2019.2.7
979,Wargroove,2019.2.8
980,アーケードアーカイブス フロントライン,2019.2.14
981,FINAL FANTASY IX,2019.2.14
982,Skies of Fury DX (スカイズ・オブ・フュリー),2019.2.14
983,東方スカイアリーナ・幻想郷空戦姫-MATSURI-CLIMAX,2019.2.14
984,THE ゴルフ,2019.2.14
985,金色のコルダ オクターヴ,2019.2.14
986,ヴィクター・ヴラン オーバーキル エディション,2019.2.14
987,ネコぱらVol.2 姉妹ネコのシュクレ,2019.2.14
988,Tokyo School Life,2019.2.14
989,OlliOlli: Switch Stance,2019.2.14
990,アルケミックダンジョンズDX,2019.2.14
991,Superola (スーパーオーラ) and the Lost Burgers,2019.2.14
992,机でピンポン,2019.2.14
993,信長の野望･大志 with パワーアップキット,2019.2.14
994,イモムシウォーズDX,2019.2.14
995,TETRIS® 99,2019.2.14
996,モダンコンバット Blackout,2019.2.15
997,SMITE,2019.2.20
998,SEGA AGES アレックスキッドのミラクルワールド,2019.2.21
999,アケアカNEOGEO ザ・キング・オブ・ファイターズ 2003,2019.2.21
1000,30 in 1 ミニゲームコレクション Vol.1,2019.2.21
1001,ローテティングブレイブ(Rotating Brave),2019.2.21
1002,ガールズ＆パンツァー ドリームタンクマッチDX,2019.2.21
1003,添いカノ ～ぎゅっと抱きしめて～,2019.2.21
1004,もう少し！：プラットフォーマー,2019.2.21
1005,SMASHING THE BATTLE（スマッシング・ザ・バトル）,2019.2.21
1006,ブロブ カラフルなきぼう リターンズ（de Blob 2）,2019.2.21
1007,逆転裁判123 成歩堂セレクション,2019.2.21
1008,YUMENIKKI -DREAM DIARY-,2019.2.21
1009,ブリキの騎士,2019.2.21
1010,Daggerhood (ダッガーフッド),2019.2.21
1011,Aragami: Shadow Edition,2019.2.21
1012,グレコからの挑戦状！漢字の館とオバケたち　小学１年生,2019.2.21
1013,グレコからの挑戦状！漢字の館とオバケたち　小学２年生,2019.2.21
1014,デビルエンジン,2019.2.21
1015,グレコからの挑戦状！漢字の館とオバケたち　小学３年生,2019.2.21
1016,Lichtspeer: Double Speer Edition (ライトスピア),2019.2.21
1017,教えて おねだり将棋,2019.2.21
1018,アーケードアーカイブス アイスクライマー,2019.2.22
1019,僕の彼女は人魚姫！？ My Girlfriend is a Mermaid!?,2019.2.28
1020,トライアルズ ライジング　スタンダードエディション,2019.2.28
1021,ウィザーズ シンフォニー,2019.2.28
1022,大繁盛！まんぷくマルシェ,2019.2.28
1023,ノラと皇女と野良猫ハート2,2019.2.28
1024,Ape Out,2019.2.28
1025,ゆのはなSpRING！ ～Mellow Times～ for Nintendo Switch,2019.2.28
1026,ゾイドワイルド　キング オブ ブラスト,2019.2.28
1027,合戦!!にんじゃ村,2019.2.28
1028,ゲーム ドラえもん のび太の月面探査記,2019.2.28
1029,JUDGEMENT 7　俺達の世界わ終っている。,2019.2.28
1030,パイロットスポーツ,2019.2.28
1031,フォーゴットン・アン,2019.2.28
1032,Dexteritrip (デクスタートリップ),2019.2.28
1033,BATTLLOON - バトルーン,2019.2.28
1034,DELTARUNE Chapter 1&2,2019.2.28
1035,Rolling Gunner（ローリングガンナー）,2019.2.28
1036,完全爆弾解除マニュアル：Keep Talking and Nobody Explodes,2019.2.28
1037,R.B.I. Baseball 19,2019.3.7
1038,Reverie: Sweet As Edition,2019.3.7
1039,アーケードアーカイブス 怒 -IKARI-,2019.3.7
1040,The Shrouded Isle（ザ シュラウディッド アイル）,2019.3.7
1041,アサルトアンドロイドカクタス プラス,2019.3.7
1042,99セコンド,2019.3.7
1043,パスパルトゥー：アーティストの描いた夢,2019.3.7
1044,Blossom Tales: The Sleeping King,2019.3.7
1045,アーケードアーカイブス エレベーターアクション,2019.3.14
1046,RICO,2019.3.14
1047,Goat Simulator: The GOATY（ゴートシミュレーター）,2019.3.14
1048,BLADE ARCUS Rebellion from Shining,2019.3.14
1049,遙かなる時空の中で６ DX,2019.3.14
1050,ディスティニーコネクト,2019.3.14
1051,Caligula Overdose/カリギュラ オーバードーズ,2019.3.14
1052,エイリアンクルーズ,2019.3.14
1053,戦国無双４ DX,2019.3.14
1054,99ムーブ,2019.3.14
1055,マキナイツ -ブラッドバゴス-,2019.3.14
1056,空のフォークロア,2019.3.14
1057,RIOT - Civil Unrest,2019.3.14
1058,まちがいさがしパーティー,2019.3.14
1059,Debris Infinity (デブリ インフィニティ),2019.3.14
1060,この世の果てで恋を唄う少女YU-NO,2019.3.14
1061,スーパーリアル麻雀PⅤ,2019.3.14
1062,チョコボの不思議なダンジョン エブリバディ！,2019.3.20
1063,STEINS;GATE ダイバージェンシズ アソート,2019.3.20
1064,スーパーロボット大戦T,2019.3.20
1065,ルルアのアトリエ ～アーランドの錬金術士４～,2019.3.20
1066,DEAD OR ALIVE Xtreme 3 Scarlet 基本無料版,2019.3.20
1067,アケアカNEOGEO ベースボールスターズ2,2019.3.21
1068,みんなでハーツ,2019.3.21
1069,開幕!!パドックGP,2019.3.21
1070,スーパーキッカーズリーグ,2019.3.21
1071,ファントムキャット　スーパーニャーエディション,2019.3.21
1072,魔女と勇者,2019.3.21
1073,ガラクタの星,2019.3.21
1074,アビス,2019.3.21
1075,ブラスターマスター ゼロ 2,2019.3.21
1076,Unravel Two,2019.3.22
1077,FINAL FANTASY VII,2019.3.26
1078,GRIP: Combat Racing,2019.3.28
1079,GOKEN,2019.3.28
1080,インフェルノクライマー: リボーン,2019.3.28
1081,ムーンライター 店主と勇者の冒険,2019.3.28
1082,Doughlings: Arcade ドーリングス・アーケード,2019.3.28
1083,DIABOLIK LOVERS CHAOS LINEAGE,2019.3.28
1084,レゴ®ムービー2 ザ・ゲーム,2019.3.28
1085,レミロア～少女と異世界と魔導書～,2019.3.28
1086,メモリーズオフ-Innocent Fille- for Dearest,2019.3.28
1087,Winning Post 9,2019.3.28
1088,陽春白雪 Lyrica,2019.3.28
1089,SEGA AGES ぷよぷよ,2019.3.28
1090,ボムスリンガー,2019.3.28
1091,机で野球,2019.3.28
1092,ゾンビーズマンション,2019.3.28
1093,デーモンクリスタル２　ナイザー,2019.3.28
1094,ナイト・イン・ザ・ウッズ (Night in the Woods),2019.3.28
1095,アーケードアーカイブス アームドF,2019.3.28
1096,ヨッシークラフトワールド,2019.3.29
1097,スーパードラゴンボールヒーローズ ワールドミッション,2019.4.4
1098,AngerForce: Reloaded for Nintendo Switch,2019.4.4
1099,ピットフォール・プラネット,2019.4.4
1100,セフィロティックストーリーズ,2019.4.4
1101,ゼノン ヴァルキリー プラス,2019.4.4
1102,The friends of Ringo Ishikawa,2019.4.4
1103,Croc's World (クロックス ワールド),2019.4.4
1104,アーケードアーカイブス ドンキーコング3,2019.4.5
1105,Jungle Z (英語版),2019.4.8
1106,FINAL FANTASY X/X-2 HD Remaster,2019.4.11
1107,V-Rally 4,2019.4.11
1108,名探偵コナン スケボーラン 怪盗キッドと神秘の秘宝,2019.4.11
1109,シャドウゲイト(英語版),2019.4.11
1110,GhoulBoy (グールボーイ),2019.4.11
1111,Reigns: Game of Thrones,2019.4.11
1112,アーケードアーカイブス タイムパイロット,2019.4.11
1113,ドギーニンジャ 金ぴかコバン大作戦！,2019.4.11
1114,スライムタクティクス,2019.4.11
1115,ローリングスカイ,2019.4.12
1116,Nintendo Labo Toy-Con 04: VR Kit（ブイアール キット）,2019.4.12
1117,スクラップ ラッシュ!!,2019.4.16
1118,きみのまち ポルティア,2019.4.16
1119,アケアカNEOGEO サムライスピリッツ零SPECIAL,2019.4.18
1120,ALPHA,2019.4.18
1121,ラングリッサーⅠ＆Ⅱ,2019.4.18
1122,大正×対称アリス all in one,2019.4.18
1123,大盛グルメ食堂,2019.4.18
1124,Cuphead,2019.4.18
1125,ラッドロジャース：ラディカルエディション,2019.4.18
1126,グレコからの挑戦状！漢字の館とオバケたち　小学４年生,2019.4.18
1127,グレコからの挑戦状！漢字の館とオバケたち　小学６年生,2019.4.18
1128,Katana ZERO,2019.4.18
1129,グレコからの挑戦状！漢字の館とオバケたち　小学５年生,2019.4.18
1130,アーケードクラシックス アニバーサリーコレクション,2019.4.18
1131,スクエアピクト Block-a-Pix DELUXE,2019.4.18
1132,Mercury Race (マーキュリー レース),2019.4.18
1133,白衣性恋愛症候群 RE:Therapy,2019.4.19
1134,FINAL FANTASY XII THE ZODIAC AGE,2019.4.25
1135,ドラゴンズドグマ：ダークアリズン,2019.4.25
1136,スターリンク バトル・フォー・アトラス - スタンダードエディション,2019.4.25
1137,ソードアート・オンライン -ホロウ・リアリゼーション- DELUXE EDITION,2019.4.25
1138,Cytus α,2019.4.25
1139,海腹川背 Fresh!,2019.4.25
1140,殺人探偵ジャック・ザ・リッパー,2019.4.25
1141,ザ・ウェイ ～トワの誓い～,2019.4.25
1142,レンドフルール for Nintendo Switch,2019.4.25
1143,プロジェクト・ハイライズ　アーキテクトエディション,2019.4.25
1144,アーケードアーカイブス サイコソルジャー,2019.4.25
1145,パンティパーティー,2019.4.25
1146,Death Coming,2019.4.25
1147,Light Tracer,2019.4.25
1148,Isoland 2 - Ashes of Time (アイソランド 2 - 時間の灰),2019.4.25
1149,SEGA AGES バーチャレーシング,2019.4.25
1150,Figment（フィグメント）,2019.4.25
1151,遊戯王デュエルモンスターズ レガシー・オブ・ザ・デュエリスト：リンク・エボリューション,2019.4.25
1152,クレーンゲーム「トレバ」,2019.4.25
1153,ピクロスS3,2019.4.25
1154,Isoland（アイソランド）,2019.4.25
1155,机でボウリング,2019.4.25
1156,ニンジン：クラッシュ・オブ・キャロット,2019.4.25
1157,Darksiders Warmastered Edition（ダークサイダーズ ウォーマスターエディション）,2019.4.25
1158,ナンプレ Relax,2019.4.25
1159,SlabWell,2019.4.25
1160,ハコボーイ！＆ハコガール！,2019.4.26
1161,エックスモーフ：ディフェンス,2019.5.2
1162,Bard's Gold - Nintendo Switch Edition,2019.5.2
1163,アーケードアーカイブス テラフォース,2019.5.2
1164,Bird Game +,2019.5.9
1165,ジャックとジルDX,2019.5.9
1166,アーケードアーカイブス 忍者龍剣伝,2019.5.9
1167,The Swords of Ditto: Mormo's Curse,2019.5.9
1168,Mars or Die!　～火星！さもなくば死を！～,2019.5.9
1169,アベンジャーバード,2019.5.9
1170,Venture Kid,2019.5.9
1171,フラン ～Dragons' Odyssey～,2019.5.9
1172,Zombie Night Terror,2019.5.9
1173,SAINTS ROW®: THE THIRD™ - THE FULL PACKAGE,2019.5.9
1174,GUILTY GEAR XX ACCENT CORE PLUS R,2019.5.16
1175,アーケードアーカイブス ぶたさん,2019.5.16
1176,GUILTY GEAR,2019.5.16
1177,華ヤカ哉、我ガ一族 モダンノスタルジィ for Nintendo Switch,2019.5.16
1178,サッカークラブ物語,2019.5.16
1179,ローラーコースタータイクーン・アドベンチャー,2019.5.16
1180,悪魔城ドラキュラ アニバーサリーコレクション,2019.5.16
1181,39 Days to Mars,2019.5.16
1182,プロジェクト・ニンバス：コンプリート・エディション,2019.5.16
1183,Back to Bed,2019.5.16
1184,パイレーツピンボール,2019.5.16
1185,Pato Box,2019.5.16
1186,Vaporum,2019.5.16
1187,チームソニックレーシング 新価格版,2019.5.21
1188,ヒロインアンセムゼロ エピソード1,2019.5.23
1189,Back in 1995,2019.5.23
1190,biohazard 0　HD REMASTER,2019.5.23
1191,biohazard　HD REMASTER,2019.5.23
1192,biohazard 4,2019.5.23
1193,アーケードアーカイブス イメージファイト,2019.5.23
1194,みんなのどうぶつしょうぎ,2019.5.23
1195,私立ベルばら学園 ～ベルサイユのばらRe*imagination～,2019.5.23
1196,みんなの倉庫番,2019.5.23
1197,V.O.I.D.,2019.5.23
1198,ワンダーボーイ リターンズ リミックス,2019.5.23
1199,The Escapists: Complete Edition,2019.5.23
1200,ブルームーン,2019.5.23
1201,ドラゴンピンボール,2019.5.23
1202,アサシンクリード III リマスター,2019.5.23
1203,スーパーリアル麻雀PⅥ,2019.5.23
1204,SEGA AGES ワンダーボーイ モンスターランド,2019.5.30
1205,ワードマン,2019.5.30
1206,ホッピングガールこはね　ジャンピングキングダム -黒兎の姫-,2019.5.30
1207,スモーク アンド サクリファイス,2019.5.30
1208,Gato Roboto,2019.5.30
1209,猛獣使いと王子様 ～Flower ＆ Snow～ for Nintendo Switch,2019.5.30
1210,火吹山の魔法使い,2019.5.30
1211,アーケードアーカイブス アルペンスキー,2019.5.30
1212,バレットバトル エボリューション,2019.5.30
1213,マッチョでポン! ZZ,2019.5.30
1214,VA-11 Hall-A ヴァルハラ,2019.5.30
1215,Pocket Rumble,2019.5.31
1216,アーケードアーカイブス ソロモンの鍵,2019.6.6
1217,ドリフトレジェンド,2019.6.6
1218,Slay the Spire,2019.6.6
1219,海鮮!!すし街道,2019.6.6
1220,HUE（ヒュー）,2019.6.6
1221,ボンバークルー：Complete Edition,2019.6.6
1222,ディアマジ ー魔法少年学科ー,2019.6.6
1223,ARTIFACT ADVENTURE 外伝 DX,2019.6.6
1224,フォーレジェリア,2019.6.6
1225,蹴落とし！トレジャーハンター！,2019.6.6
1226,PICO PARK,2019.6.8
1227,THE LAST REMNANT Remastered,2019.6.11
1228,魂斗羅 アニバーサリーコレクション,2019.6.12
1229,ラジルギスワッグ,2019.6.13
1230,ドラえもん のび太の牧場物語,2019.6.13
1231,アーケードアーカイブス プーヤン,2019.6.13
1232,ガンマンストーリーHDコレクション,2019.6.13
1233,ゼロプシャンインベージョン,2019.6.13
1234,PlataGO! Super Platform Game Maker,2019.6.13
1235,Radiation City,2019.6.13
1236,コンダクト トゥギャザー！,2019.6.13
1237,夢現Re:Master,2019.6.13
1238,今宵、妖しい口づけを ～雅・京牙・沙門編～,2019.6.13
1239,今宵、妖しい口づけを ～綺龍・千影・雪之丞編～,2019.6.13
1240,スーパーリアル麻雀P7,2019.6.13
1241,ケイデンス・オブ・ハイラル:　クリプト・オブ・ネクロダンサー feat. ゼルダの伝説,2019.6.14
1242,My Friend Pedro,2019.6.20
1243,ラグタグのアドベンチャーズ,2019.6.20
1244,Muse Dash,2019.6.20
1245,華ヤカ哉、我ガ一族 幻燈ノスタルジィ for Nintendo Switch,2019.6.20
1246,Summer Pockets,2019.6.20
1247,レイト・シフト,2019.6.20
1248,テーブルトップレーシング: ワールドツアー - ナイトロエディション,2019.6.20
1249,アーケードアーカイブス ワイルドウエスタン,2019.6.20
1250,METAGAL,2019.6.20
1251,Realm Royale,2019.6.20
1252,ダンジョンディナー～不思議な迷宮の不気味な料理～,2019.6.20
1253,メカフォース,2019.6.20
1254,ROBOX,2019.6.20
1255,N++ (NPLUSPLUS),2019.6.27
1256,Jewel Fever 2 (ジュエル・フィーバー２),2019.6.27
1257,SEGA AGES スペースハリアー,2019.6.27
1258,ヘル・ワーダー,2019.6.27
1259,Shadow of Loot Box (シャドウ・オブ・ルートボックス),2019.6.27
1260,CLOCK ZERO ～終焉の一秒～ Devote,2019.6.27
1261,Rain City (レインシティ),2019.6.27
1262,チキチキプロレス大乱闘!!,2019.6.27
1263,LA-MULANA 2 (ラ・ムラーナ 2),2019.6.27
1264,アストロ探検隊,2019.6.27
1265,Devil May Cry,2019.6.27
1266,グーニャファイター (Goonya Fighter),2019.6.27
1267,勇者ヤマダくん,2019.6.27
1268,じんるいのみなさまへ,2019.6.27
1269,Furwind,2019.6.27
1270,アキハバラ　リズム　アンド　リミックス,2019.6.27
1271,ネコぱらVol.3 ネコたちのアロマティゼ,2019.6.27
1272,フェアリーフェンサー エフ ADVENT DARK FORCE for Nintendo Switch,2019.6.27
1273,スチームワールドクエスト,2019.6.27
1274,アクセス不可,2019.6.27
1275,進化のひみつ ZERO,2019.6.27
1276,スーパーマリオメーカー 2,2019.6.28
1277,アーケードアーカイブス クルクルランド,2019.6.28
1278,ゴッド・オブ・ウォール 魔宮の秘宝,2019.7.4
1279,CLANNAD,2019.7.4
1280,アーケードアーカイブス 最後の忍道,2019.7.4
1281,アスディバインディオス,2019.7.4
1282,ピックスアーク,2019.7.4
1283,記憶 Path to Mnemosyne,2019.7.4
1284,Devious Dungeon 2 (デヴィアス・ダンジョン2),2019.7.4
1285,What Remains of Edith Finch 『フィンチ家の奇妙な屋敷でおきたこと』,2019.7.4
1286,キュービック,2019.7.4
1287,3びきのこぶたとオオカミ,2019.7.4
1288,わいわい！ナイスショットテニス,2019.7.4
1289,対戦ホットギミック アクセス雀 for Nintendo Switch,2019.7.4
1290,GOD EATER 3,2019.7.11
1291,アーケードアーカイブス 出世大相撲,2019.7.11
1292,スピードブロウル,2019.7.11
1293,Blazing Chrome,2019.7.11
1294,キセノン レーサー,2019.7.11
1295,ぷるきゃらフレンズ　ほっぺちゃんとサンリオキャラクターズ,2019.7.11
1296,スタント カイト パーティ,2019.7.11
1297,Warlock's Tower (ウォーロックタワー),2019.7.11
1298,カエル畑DEつかまえて,2019.7.11
1299,タイニーメタル　虚構の帝国,2019.7.11
1300,少女とドラゴン　幻獣契約クリプトラクト,2019.7.11
1301,ELLI -エリ-,2019.7.11
1302,ビビエット,2019.7.11
1303,エクストリーム クラブ レーシング,2019.7.11
1304,リーサルリーグ ブレイズ,2019.7.12
1305,アーケードアーカイブス ニンジャウォーリアーズ,2019.7.18
1306,プチコン4 SmileBASIC,2019.7.18
1307,Candle,2019.7.18
1308,すみっコぐらし　学校生活はじめるんです,2019.7.18
1309,クルーズ大紀行,2019.7.18
1310,Rain World,2019.7.18
1311,Tlicolity Eyes -twinkle showtime-,2019.7.18
1312,獅子王の伝説,2019.7.18
1313,ソルスティスクロニクル,2019.7.18
1314,バトル＆クラッシュ,2019.7.18
1315,カラドリウス ブレイズ,2019.7.18
1316,真 流行り神１・２パック,2019.7.18
1317,Marvel Ultimate Alliance 3: The Black Order,2019.7.19
1318,Automachef,2019.7.23
1319,東京2020オリンピック The Official Video Game™,2019.7.24
1320,勇者ネプテューヌ 世界よ宇宙よ刮目せよ！！ アルティメットＲＰＧ宣言！！,2019.7.25
1321,ヨイヤミドリーマー,2019.7.25
1322,雷電V Director's Cut,2019.7.25
1323,ルーンファクトリー４スペシャル,2019.7.25
1324,インビジボールズ,2019.7.25
1325,Kiai Resonance (キアイレゾナンス),2019.7.25
1326,The Ninja Warriors Once Again (ザ・ニンジャウォーリアーズ ワンスアゲイン),2019.7.25
1327,ドスコイの壁,2019.7.25
1328,釣りスピリッツ Nintendo Switchバージョン,2019.7.25
1329,ソウルブライト,2019.7.25
1330,サイバリアン　～タイム　トラベル　ウォリア―～,2019.7.25
1331,SEVERED-セヴァード-,2019.7.25
1332,PIRATES 7,2019.7.25
1333,PICROSS LORD OF THE NAZARICK,2019.7.25
1334,机でドッジボール,2019.7.25
1335,ハシビロコウとメジェド,2019.7.25
1336,出会い玉２,2019.7.25
1337,アーケードアーカイブス ロードファイター,2019.7.25
1338,Sky Force Reloaded (スカイフォース リローデッド),2019.7.25
1339,キルラキル ザ・ゲーム -異布-,2019.7.25
1340,ピオフィオーレの晩鐘 -ricordo-,2019.7.25
1341,ファイアーエムブレム 風花雪月,2019.7.26
1342,DOOM（1993）,2019.7.27
1343,DOOM II (Classic),2019.7.27
1344,Forager,2019.7.30
1345,アーケードアーカイブス 怒号層圏,2019.8.1
1346,エアコンフリクト：パシフィックキャリアー,2019.8.1
1347,オバケイドロ！,2019.8.1
1348,クリスタルクライシス,2019.8.1
1349,エアコンフリクト：シークレットウォーズ,2019.8.1
1350,Unruly Heroes,2019.8.1
1351,スーパー アーケード サッカー,2019.8.1
1352,クラッシュ・バンディクー レーシング ブッとびニトロ！,2019.8.1
1353,コーラル サンゴ海の探検,2019.8.1
1354,忍スピリッツS 真田獣勇士伝,2019.8.1
1355,レファルシアの幻影,2019.8.1
1356,バランスさがし,2019.8.1
1357,ナンプレ Relax 2 Summer Waves,2019.8.1
1358,オメガラビリンス ライフ,2019.8.1
1359,スペース・リボン,2019.8.8
1360,ソードアート・オンライン フェイタル・バレット COMPLETE EDITION,2019.8.8
1361,SUDOKU UNIVERSE（スウドク　ユニバース）,2019.8.8
1362,SEGA AGES コラムスII,2019.8.8
1363,Oniken (オニケン),2019.8.8
1364,Odallus: The Dark Call (オダラス: 闇の呼び声),2019.8.8
1365,アーケードアーカイブス Xマルチプライ,2019.8.8
1366,発掘ピラミッド王国,2019.8.8
1367,エニグマティス２：レイブンウッドの霧,2019.8.8
1368,大江戸タウンズ,2019.8.8
1369,Doughlings: Invasion ドーリングス・インベイジョン,2019.8.8
1370,シャドーコリドー　影の回廊,2019.8.8
1371,Sky Rogue（スカイローグ）,2019.8.8
1372,Feather,2019.8.8
1373,パラドックス　ソール,2019.8.14
1374,アーケードアーカイブス VS. グラディウス,2019.8.15
1375,鬼ノ哭ク邦,2019.8.22
1376,片恋いコントラスト ―collection of branch―,2019.8.22
1377,アーケードアーカイブス ウォータースキー,2019.8.22
1378,エバーダークの時計塔,2019.8.22
1379,ゲーセンラブ。～プラス ペンゴ！～,2019.8.22
1380,ダンジョン・ウォーフェア,2019.8.22
1381,パワルミ,2019.8.22
1382,おしゃべり！ホリジョ！撃掘 ～アナ・ホリスキー宇宙を救うってなんでやねん～,2019.8.22
1383,神獄塔 メアリスケルター2 for Nintendo Switch,2019.8.22
1384,グルガモス,2019.8.23
1385,英雄伝説 暁の軌跡モバイル,2019.8.27
1386,DEAD OR SCHOOL,2019.8.29
1387,Solo: Islands of the Heart,2019.8.29
1388,Agent A - 偽装のパズル,2019.8.29
1389,STRIKERS1999 for Nintendo Switch,2019.8.29
1390,BROTHERS CONFLICT　Precious Baby for Nintendo Switch,2019.8.29
1391,マジッ犬６４,2019.8.29
1392,Heave Ho（ヒーブホー）,2019.8.29
1393,ダマスカスギヤ 西京EXODUS,2019.8.29
1394,ブランチクラブ,2019.8.29
1395,ヴァンブレイス：コールドソウル,2019.8.29
1396,グランブロックシューター,2019.8.29
1397,惑星大戦争～異星人X・恐怖の地球侵略ツアー,2019.8.29
1398,Worms W.M.D,2019.8.29
1399,オメガヴァンパイア,2019.8.29
1400,ラズベリーキューブ,2019.8.29
1401,フライデー・ザ・サーティーンス:ザ・ゲーム ULTIMATE SLASHER EDITION,2019.8.29
1402,ボクと彼女の研修日誌,2019.8.29
1403,となりに彼女のいる幸せ ～Two Farce～,2019.8.29
1404,恋してしまった星の王子 ～誓願院編～,2019.8.29
1405,恋してしまった星の王子 ～制裁院編～,2019.8.29
1406,囚われのパルマ,2019.8.30
1407,ASTRAL CHAIN,2019.8.30
1408,アーケードアーカイブス ピンボール,2019.8.30
1409,Risk of Rain 2：リスク・オブ・レイン ２,2019.8.31
1410,FINAL FANTASY VIII Remastered,2019.9.3
1411,ブロウルハラ,2019.9.5
1412,ダライアス　コズミックコレクション　通常版,2019.9.5
1413,アパレル洋品店,2019.9.5
1414,熱血硬派くにおくん外伝 River City Girls,2019.9.5
1415,バタル・スプレマシー・グラウンド・アソールト,2019.9.5
1416,机でラグビー,2019.9.5
1417,Invisigun Reloaded,2019.9.5
1418,ダライアス　コズミックコレクションＣＥ,2019.9.5
1419,狼と香辛料VR,2019.9.5
1420,アスディバインメナス,2019.9.5
1421,この大空に、翼をひろげて,2019.9.5
1422,アーケードアーカイブス ビジランテ,2019.9.5
1423,RALLY ROCK ’N RACING,2019.9.5
1424,Deadly Premonition Origins,2019.9.5
1425,スーパーカービィハンターズ,2019.9.5
1426,限界凸起 モエロクリスタル Ｈ,2019.9.5
1427,NBA 2K20,2019.9.6
1428,スーパーファミコン Nintendo Switch Online,2019.9.6
1429,AMNESIA for Nintendo Switch,2019.9.12
1430,アーケードアーカイブス TRACK & FIELD,2019.9.12
1431,Battle Supremacy - Evolution,2019.9.12
1432,Throne Quest Deluxe - スローン・クエスト・デラックス,2019.9.12
1433,アモーング・ザ・スリーパ：エンハンスド・エディション,2019.9.12
1434,タイタンピンボール,2019.9.12
1435,シンキング シティ / The Sinking City,2019.9.12
1436,DAEMON X MACHINA（デモンエクスマキナ）,2019.9.13
